"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_E01","CO_E02","CO_E03","CO_E04","CO_E05","CO_E06","CO_E07","Basicweight"
142,125,3,1,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,7.96816413461539
142,125,3,1,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,41,,,,7.96816413461539
142,125,3,1,2,1,1,2,"Ibigo by!amashuri yibanza",0,2,,,,7.96816413461539
142,125,3,1,2,1,1,6,"Amavuriro y!igenga",0,7,,,,7.96816413461539
142,125,3,1,2,1,1,16,"Aho abantu babonera Internet",0,5,,,,7.96816413461539
142,125,3,1,2,1,1,1,"Ibigo by!amashuri y!incuke",1,,2012,3,,7.96816413461539
142,125,3,1,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,7,,,,7.96816413461539
142,125,3,1,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,5,,,,7.96816413461539
142,125,3,1,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,41,,,,7.96816413461539
143,126,3,1,2,1,1,15,"Ibiro by!iposita",0,41,,,,129.616023809524
143,126,3,1,2,1,1,20,"Aho basharija/bakora telefoni",0,5,,,,129.616023809524
143,126,3,1,2,1,1,16,"Aho abantu babonera Internet",0,5,,,,129.616023809524
143,126,3,1,2,1,1,11,"Amakusanyirizo y!amata",0,41,,,,129.616023809524
143,126,3,1,2,1,1,1,"Ibigo by!amashuri y!incuke",2,,2021,2,1,129.616023809524
143,126,3,1,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,41,,,,129.616023809524
143,126,3,1,2,1,1,10,"Amasoko",0,10,,,,129.616023809524
143,126,3,1,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",1,,2022,2,1,129.616023809524
143,126,3,1,2,1,1,14,"Poste ya polisi",0,15,,,,129.616023809524
143,126,3,1,2,1,1,6,"Amavuriro y!igenga",0,5,,,,129.616023809524
143,126,3,1,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,5,,,,129.616023809524
143,126,3,1,2,1,1,8,"Poste de sante cg Farumasi",0,3,,,,129.616023809524
143,126,3,1,2,1,1,9,"Ibitaro",0,15,,,,129.616023809524
143,126,3,1,2,1,1,2,"Ibigo by!amashuri yibanza",1,,1960,2,1,129.616023809524
143,126,3,1,2,1,1,3,"Ibigo by!amashuri yisumbuye",1,,2015,2,1,129.616023809524
143,126,3,1,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,41,,,,129.616023809524
143,126,3,1,2,1,1,12,"Amashami ya Banki",0,5,,,,129.616023809524
143,126,3,1,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,7,,,,129.616023809524
143,126,3,1,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,41,,,,129.616023809524
143,126,3,1,2,1,1,13,"Ibigo by!imari iciriritse",0,5,,,,129.616023809524
143,126,3,1,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,5,,,,129.616023809524
143,126,3,1,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,1960,3,,129.616023809524
143,126,3,1,2,1,1,5,"Aho bategera Bus",0,5,,,,129.616023809524
144,127,3,1,2,1,1,14,"Poste ya polisi",0,4,,,,6.52797094736842
144,127,3,1,2,1,1,16,"Aho abantu babonera Internet",0,1,,,,6.52797094736842
144,127,3,1,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,62,,,,6.52797094736842
144,127,3,1,2,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,6.52797094736842
144,127,3,1,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,62,,,,6.52797094736842
144,127,3,1,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,6.52797094736842
144,127,3,1,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,62,,,,6.52797094736842
144,127,3,1,2,1,1,5,"Aho bategera Bus",0,1,,,,6.52797094736842
144,127,3,1,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",1,,2021,3,,6.52797094736842
144,127,3,1,2,1,1,9,"Ibitaro",0,62,,,,6.52797094736842
144,127,3,1,2,1,1,12,"Amashami ya Banki",0,1,,,,6.52797094736842
144,127,3,1,2,1,1,11,"Amakusanyirizo y!amata",0,62,,,,6.52797094736842
144,127,3,1,2,1,1,8,"Poste de sante cg Farumasi",0,2,,,,6.52797094736842
144,127,3,1,2,1,1,13,"Ibigo by!imari iciriritse",0,1,,,,6.52797094736842
144,127,3,1,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,1,,,,6.52797094736842
144,127,3,1,2,1,1,15,"Ibiro by!iposita",0,62,,,,6.52797094736842
144,127,3,1,2,1,1,1,"Ibigo by!amashuri y!incuke",3,,2018,3,,6.52797094736842
144,127,3,1,2,1,1,10,"Amasoko",0,1,,,,6.52797094736842
144,127,3,1,2,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,6.52797094736842
144,127,3,1,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,6.52797094736842
144,127,3,1,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",1,,2021,1,1,6.52797094736842
144,127,3,1,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,62,,,,6.52797094736842
144,127,3,1,2,1,1,6,"Amavuriro y!igenga",0,62,,,,6.52797094736842
145,128,3,1,2,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,143.114677419355
145,128,3,1,2,1,1,6,"Amavuriro y!igenga",0,12,,,,143.114677419355
145,128,3,1,2,1,1,11,"Amakusanyirizo y!amata",0,12,,,,143.114677419355
145,128,3,1,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,12,,,,143.114677419355
145,128,3,1,2,1,1,9,"Ibitaro",0,24,,,,143.114677419355
145,128,3,1,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,143.114677419355
145,128,3,1,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,12,,,,143.114677419355
145,128,3,1,2,1,1,16,"Aho abantu babonera Internet",0,12,,,,143.114677419355
145,128,3,1,2,1,1,5,"Aho bategera Bus",0,12,,,,143.114677419355
145,128,3,1,2,1,1,8,"Poste de sante cg Farumasi",0,5,,,,143.114677419355
145,128,3,1,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,24,,,,143.114677419355
145,128,3,1,2,1,1,14,"Poste ya polisi",0,12,,,,143.114677419355
145,128,3,1,2,1,1,15,"Ibiro by!iposita",0,24,,,,143.114677419355
145,128,3,1,2,1,1,10,"Amasoko",0,12,,,,143.114677419355
145,128,3,1,2,1,1,12,"Amashami ya Banki",0,12,,,,143.114677419355
145,128,3,1,2,1,1,1,"Ibigo by!amashuri y!incuke",0,1,,,,143.114677419355
145,128,3,1,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,2000,1,1,143.114677419355
145,128,3,1,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,12,,,,143.114677419355
145,128,3,1,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",4,,2022,1,1,143.114677419355
145,128,3,1,2,1,1,20,"Aho basharija/bakora telefoni",0,12,,,,143.114677419355
145,128,3,1,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,143.114677419355
145,128,3,1,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,12,,,,143.114677419355
145,128,3,1,2,1,1,13,"Ibigo by!imari iciriritse",0,12,,,,143.114677419355
146,129,3,1,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",5,,2015,1,1,19.6108301886792
146,129,3,1,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,5,,,,19.6108301886792
146,129,3,1,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,19.6108301886792
146,129,3,1,1,1,1,9,"Ibitaro",0,5,,,,19.6108301886792
146,129,3,1,1,1,1,20,"Aho basharija/bakora telefoni",0,5,,,,19.6108301886792
146,129,3,1,1,1,1,16,"Aho abantu babonera Internet",1,,2000,1,1,19.6108301886792
146,129,3,1,1,1,1,14,"Poste ya polisi",0,1,,,,19.6108301886792
146,129,3,1,1,1,1,12,"Amashami ya Banki",2,,2010,1,1,19.6108301886792
146,129,3,1,1,1,1,1,"Ibigo by!amashuri y!incuke",0,1,,,,19.6108301886792
146,129,3,1,1,1,1,10,"Amasoko",1,,1997,1,1,19.6108301886792
146,129,3,1,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",1,,1993,1,1,19.6108301886792
146,129,3,1,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,2,,,,19.6108301886792
146,129,3,1,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,5,,,,19.6108301886792
146,129,3,1,1,1,1,6,"Amavuriro y!igenga",0,1,,,,19.6108301886792
146,129,3,1,1,1,1,5,"Aho bategera Bus",1,,2016,3,,19.6108301886792
146,129,3,1,1,1,1,13,"Ibigo by!imari iciriritse",1,,2013,1,1,19.6108301886792
146,129,3,1,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,1,,,,19.6108301886792
146,129,3,1,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,1,,,,19.6108301886792
146,129,3,1,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,5,,,,19.6108301886792
146,129,3,1,1,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,19.6108301886792
146,129,3,1,1,1,1,11,"Amakusanyirizo y!amata",0,0,,,,19.6108301886792
146,129,3,1,1,1,1,8,"Poste de sante cg Farumasi",0,2,,,,19.6108301886792
146,129,3,1,1,1,1,15,"Ibiro by!iposita",0,5,,,,19.6108301886792
147,130,3,1,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,2,,,,12.8257836585366
147,130,3,1,2,1,1,15,"Ibiro by!iposita",0,35,,,,12.8257836585366
147,130,3,1,2,1,1,14,"Poste ya polisi",0,2,,,,12.8257836585366
147,130,3,1,2,1,1,11,"Amakusanyirizo y!amata",0,3,,,,12.8257836585366
147,130,3,1,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,2,,,,12.8257836585366
147,130,3,1,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,35,,,,12.8257836585366
147,130,3,1,2,1,1,20,"Aho basharija/bakora telefoni",0,3,,,,12.8257836585366
147,130,3,1,2,1,1,13,"Ibigo by!imari iciriritse",0,2,,,,12.8257836585366
147,130,3,1,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,12.8257836585366
147,130,3,1,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,35,,,,12.8257836585366
147,130,3,1,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",2,,1953,3,,12.8257836585366
147,130,3,1,2,1,1,1,"Ibigo by!amashuri y!incuke",0,4,,,,12.8257836585366
147,130,3,1,2,1,1,8,"Poste de sante cg Farumasi",0,2,,,,12.8257836585366
147,130,3,1,2,1,1,10,"Amasoko",0,2,,,,12.8257836585366
147,130,3,1,2,1,1,12,"Amashami ya Banki",0,35,,,,12.8257836585366
147,130,3,1,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,4,,,,12.8257836585366
147,130,3,1,2,1,1,6,"Amavuriro y!igenga",0,2,,,,12.8257836585366
147,130,3,1,2,1,1,9,"Ibitaro",0,35,,,,12.8257836585366
147,130,3,1,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,35,,,,12.8257836585366
147,130,3,1,2,1,1,16,"Aho abantu babonera Internet",0,2,,,,12.8257836585366
147,130,3,1,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,3,,,,12.8257836585366
147,130,3,1,2,1,1,2,"Ibigo by!amashuri yibanza",0,2,,,,12.8257836585366
147,130,3,1,2,1,1,5,"Aho bategera Bus",0,25,,,,12.8257836585366
148,131,3,1,2,1,1,11,"Milk collection center",0,88,,,,5.20940357142857
148,131,3,1,2,1,1,12,"Bank branch",0,20,,,,5.20940357142857
148,131,3,1,2,1,1,17,"Non-MFI NGOs",0,20,,,,5.20940357142857
148,131,3,1,2,1,1,15,"Post office",0,88,,,,5.20940357142857
148,131,3,1,2,1,1,16,"Internet caf!",0,20,,,,5.20940357142857
148,131,3,1,2,1,1,19,"Grain/saw/oil mill",0,3,,,,5.20940357142857
148,131,3,1,2,1,1,18,"Agriculture extension office",1,,2012,3,,5.20940357142857
148,131,3,1,2,1,1,23,"National Electricity Utility Office",1,,1975,1,1,5.20940357142857
148,131,3,1,2,1,1,6,"Private clinic",0,20,,,,5.20940357142857
148,131,3,1,2,1,1,10,"Market",0,5,,,,5.20940357142857
148,131,3,1,2,1,1,4,"TVET (technical vocational training institution)",0,20,,,,5.20940357142857
148,131,3,1,2,1,1,8,"Dispensary or pharmacy",0,15,,,,5.20940357142857
148,131,3,1,2,1,1,20,"Mobile phone charging/repairing service",0,3,,,,5.20940357142857
148,131,3,1,2,1,1,1,"Pre-primary school / Kindergarten",0,0,,,,5.20940357142857
148,131,3,1,2,1,1,7,"Government clinic/Public Health Center",0,10,,,,5.20940357142857
148,131,3,1,2,1,1,3,"Secondary school/high school",1,,2012,1,1,5.20940357142857
148,131,3,1,2,1,1,9,"Hospital",0,20,,,,5.20940357142857
148,131,3,1,2,1,1,2,"Primary school",2,,1983,1,1,5.20940357142857
148,131,3,1,2,1,1,14,"Police station",0,20,,,,5.20940357142857
148,131,3,1,2,1,1,5,"Bus stop",0,15,,,,5.20940357142857
148,131,3,1,2,1,1,22,"Temple/Monastery/Church/Mosque",5,,888,1,1,5.20940357142857
148,131,3,1,2,1,1,13,"Microfinance Institutions (MFIs)",0,20,,,,5.20940357142857
148,131,3,1,2,1,1,21,"Electric Water pump",0,0,,,,5.20940357142857
149,132,3,1,2,1,5,5,"Bus stop",0,15,,,,7.28915877551021
149,132,3,1,2,1,5,6,"Private clinic",0,15,,,,7.28915877551021
149,132,3,1,2,1,5,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,2,,,,7.28915877551021
149,132,3,1,2,1,5,17,"Non-MFI NGOs",0,15,,,,7.28915877551021
149,132,3,1,2,1,5,22,"Kiliziya/Umusigiti/Urusengero",2,,1990,3,,7.28915877551021
149,132,3,1,2,1,5,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,88,,,,7.28915877551021
149,132,3,1,2,1,5,1,"Pre-primary school / Kindergarten",2,,2020,3,,7.28915877551021
149,132,3,1,2,1,5,3,"Secondary school/high school",1,,888,1,1,7.28915877551021
149,132,3,1,2,1,5,7,"Government clinic/Public Health Center",0,3,,,,7.28915877551021
149,132,3,1,2,1,5,15,"Post office",0,88,,,,7.28915877551021
149,132,3,1,2,1,5,18,"Agriculture extension office",0,88,,,,7.28915877551021
149,132,3,1,2,1,5,13,"Microfinance Institutions (MFIs)",1,,2008,1,1,7.28915877551021
149,132,3,1,2,1,5,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",1,,1975,1,1,7.28915877551021
149,132,3,1,2,1,5,10,"Market",0,2,,,,7.28915877551021
149,132,3,1,2,1,5,16,"Internet caf!",0,15,,,,7.28915877551021
149,132,3,1,2,1,5,20,"Aho basharija/bakora telefoni",0,1,,,,7.28915877551021
149,132,3,1,2,1,5,12,"Bank branch",0,15,,,,7.28915877551021
149,132,3,1,2,1,5,2,"Primary school",2,,888,1,1,7.28915877551021
149,132,3,1,2,1,5,11,"Milk collection center",0,88,,,,7.28915877551021
149,132,3,1,2,1,5,14,"Police station",0,10,,,,7.28915877551021
149,132,3,1,2,1,5,9,"Hospital",0,15,,,,7.28915877551021
149,132,3,1,2,1,5,8,"Dispensary or pharmacy",0,15,,,,7.28915877551021
149,132,3,1,2,1,5,4,"TVET (technical vocational training institution)",0,15,,,,7.28915877551021
150,133,3,1,2,1,1,15,"Post office",0,88,,,,84.5583622641509
150,133,3,1,2,1,1,1,"Pre-primary school / Kindergarten",1,,2019,3,,84.5583622641509
150,133,3,1,2,1,1,17,"Non-MFI NGOs",0,88,,,,84.5583622641509
150,133,3,1,2,1,1,14,"Police station",7,,888,1,1,84.5583622641509
150,133,3,1,2,1,1,7,"Government clinic/Public Health Center",1,,888,1,1,84.5583622641509
150,133,3,1,2,1,1,5,"Bus stop",0,5,,,,84.5583622641509
150,133,3,1,2,1,1,16,"Internet caf!",0,88,,,,84.5583622641509
150,133,3,1,2,1,1,21,"Electric Water pump",0,0,,,,84.5583622641509
150,133,3,1,2,1,1,13,"Microfinance Institutions (MFIs)",0,7,,,,84.5583622641509
150,133,3,1,2,1,1,6,"Private clinic",0,5,,,,84.5583622641509
150,133,3,1,2,1,1,19,"Grain/saw/oil mill",2,,2020,1,1,84.5583622641509
150,133,3,1,2,1,1,20,"Mobile phone charging/repairing service",0,88,,,,84.5583622641509
150,133,3,1,2,1,1,10,"Market",0,5,,,,84.5583622641509
150,133,3,1,2,1,1,22,"Temple/Monastery/Church/Mosque",6,,888,2,1,84.5583622641509
150,133,3,1,2,1,1,3,"Secondary school/high school",1,,2010,3,,84.5583622641509
150,133,3,1,2,1,1,8,"Dispensary or pharmacy",0,5,,,,84.5583622641509
150,133,3,1,2,1,1,11,"Milk collection center",0,88,,,,84.5583622641509
150,133,3,1,2,1,1,18,"Agriculture extension office",1,,2005,3,,84.5583622641509
150,133,3,1,2,1,1,12,"Bank branch",0,7,,,,84.5583622641509
150,133,3,1,2,1,1,9,"Hospital",0,40,,,,84.5583622641509
150,133,3,1,2,1,1,2,"Primary school",1,,888,3,,84.5583622641509
150,133,3,1,2,1,1,4,"TVET (technical vocational training institution)",0,6,,,,84.5583622641509
150,133,3,1,2,1,1,23,"National Electricity Utility Office",0,80,,,,84.5583622641509
159,134,3,2,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",3,,1940,1,1,112.320421052632
159,134,3,2,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,112.320421052632
159,134,3,2,2,1,1,3,"Ibigo by!amashuri yisumbuye",1,,2012,1,1,112.320421052632
159,134,3,2,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,8,,,,112.320421052632
159,134,3,2,2,1,1,10,"Amasoko",0,20,,,,112.320421052632
159,134,3,2,2,1,1,6,"Amavuriro y!igenga",0,20,,,,112.320421052632
159,134,3,2,2,1,1,14,"Poste ya polisi",1,,2010,1,1,112.320421052632
159,134,3,2,2,1,1,11,"Amakusanyirizo y!amata",0,5,,,,112.320421052632
159,134,3,2,2,1,1,8,"Poste de sante cg Farumasi",0,1,,,,112.320421052632
159,134,3,2,2,1,1,15,"Ibiro by!iposita",0,20,,,,112.320421052632
159,134,3,2,2,1,1,5,"Aho bategera Bus",0,2,,,,112.320421052632
159,134,3,2,2,1,1,20,"Aho basharija/bakora telefoni",1,,2019,1,1,112.320421052632
159,134,3,2,2,1,1,2,"Ibigo by!amashuri yibanza",2,,1978,1,1,112.320421052632
159,134,3,2,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,2,,,,112.320421052632
159,134,3,2,2,1,1,16,"Aho abantu babonera Internet",0,2,,,,112.320421052632
159,134,3,2,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",1,,2018,1,1,112.320421052632
159,134,3,2,2,1,1,1,"Ibigo by!amashuri y!incuke",3,,2019,1,1,112.320421052632
159,134,3,2,2,1,1,12,"Amashami ya Banki",1,,2016,1,1,112.320421052632
159,134,3,2,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,20,,,,112.320421052632
159,134,3,2,2,1,1,13,"Ibigo by!imari iciriritse",1,,2007,1,1,112.320421052632
159,134,3,2,2,1,1,9,"Ibitaro",0,20,,,,112.320421052632
159,134,3,2,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,20,,,,112.320421052632
159,134,3,2,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,112.320421052632
160,135,3,2,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",4,,888,1,1,147.572481927711
160,135,3,2,2,1,1,2,"Primary school",1,,888,3,,147.572481927711
160,135,3,2,2,1,1,1,"Pre-primary school / Kindergarten",3,,2019,3,,147.572481927711
160,135,3,2,2,1,1,8,"Dispensary or pharmacy",0,12,,,,147.572481927711
160,135,3,2,2,1,1,14,"Police station",0,10,,,,147.572481927711
160,135,3,2,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,25,,,,147.572481927711
160,135,3,2,2,1,1,3,"Secondary school/high school",1,,2017,1,1,147.572481927711
160,135,3,2,2,1,1,9,"Hospital",0,25,,,,147.572481927711
160,135,3,2,2,1,1,20,"Aho basharija/bakora telefoni",0,25,,,,147.572481927711
160,135,3,2,2,1,1,7,"Government clinic/Public Health Center",1,,1985,1,1,147.572481927711
160,135,3,2,2,1,1,18,"Agriculture extension office",0,2,,,,147.572481927711
160,135,3,2,2,1,1,4,"TVET (technical vocational training institution)",0,12,,,,147.572481927711
160,135,3,2,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,88,,,,147.572481927711
160,135,3,2,2,1,1,15,"Post office",0,88,,,,147.572481927711
160,135,3,2,2,1,1,6,"Private clinic",0,4,,,,147.572481927711
160,135,3,2,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,12,,,,147.572481927711
160,135,3,2,2,1,1,11,"Milk collection center",0,88,,,,147.572481927711
160,135,3,2,2,1,1,5,"Bus stop",0,6,,,,147.572481927711
160,135,3,2,2,1,1,13,"Microfinance Institutions (MFIs)",0,2,,,,147.572481927711
160,135,3,2,2,1,1,12,"Bank branch",0,10,,,,147.572481927711
160,135,3,2,2,1,1,10,"Market",1,,888,3,,147.572481927711
160,135,3,2,2,1,1,17,"Non-MFI NGOs",0,88,,,,147.572481927711
160,135,3,2,2,1,1,16,"Internet caf!",0,88,,,,147.572481927711
161,136,3,2,2,1,4,8,"Dispensary or pharmacy",0,19,,,,165.54155
161,136,3,2,2,1,4,9,"Hospital",0,6,,,,165.54155
161,136,3,2,2,1,4,20,"Mobile phone charging/repairing service",0,19,,,,165.54155
161,136,3,2,2,1,4,23,"National Electricity Utility Office",0,56,,,,165.54155
161,136,3,2,2,1,4,15,"Post office",0,88,,,,165.54155
161,136,3,2,2,1,4,4,"TVET (technical vocational training institution)",0,19,,,,165.54155
161,136,3,2,2,1,4,7,"Government clinic/Public Health Center",1,,2019,1,1,165.54155
161,136,3,2,2,1,4,18,"Agriculture extension office",1,,2019,3,,165.54155
161,136,3,2,2,1,4,6,"Private clinic",0,19,,,,165.54155
161,136,3,2,2,1,4,12,"Bank branch",0,19,,,,165.54155
161,136,3,2,2,1,4,16,"Internet caf!",0,88,,,,165.54155
161,136,3,2,2,1,4,17,"Non-MFI NGOs",0,88,,,,165.54155
161,136,3,2,2,1,4,11,"Milk collection center",0,14,,,,165.54155
161,136,3,2,2,1,4,1,"Pre-primary school / Kindergarten",3,,2019,3,,165.54155
161,136,3,2,2,1,4,21,"Electric Water pump",0,0,,,,165.54155
161,136,3,2,2,1,4,10,"Market",0,19,,,,165.54155
161,136,3,2,2,1,4,22,"Temple/Monastery/Church/Mosque",1,,888,1,1,165.54155
161,136,3,2,2,1,4,14,"Police station",0,18,,,,165.54155
161,136,3,2,2,1,4,5,"Bus stop",0,19,,,,165.54155
161,136,3,2,2,1,4,19,"Grain/saw/oil mill",0,19,,,,165.54155
161,136,3,2,2,1,4,2,"Primary school",0,1,,,,165.54155
161,136,3,2,2,1,4,13,"Microfinance Institutions (MFIs)",0,19,,,,165.54155
161,136,3,2,2,1,4,3,"Secondary school/high school",0,1,,,,165.54155
162,137,3,3,2,1,6,16,"Internet caf!",0,88,,,,184.221032258065
162,137,3,3,2,1,6,1,"Pre-primary school / Kindergarten",1,,2019,3,,184.221032258065
162,137,3,3,2,1,6,15,"Post office",0,88,,,,184.221032258065
162,137,3,3,2,1,6,8,"Dispensary or pharmacy",0,5,,,,184.221032258065
162,137,3,3,2,1,6,18,"Agriculture extension office",1,,2018,3,,184.221032258065
162,137,3,3,2,1,6,10,"Market",0,4,,,,184.221032258065
162,137,3,3,2,1,6,6,"Private clinic",0,12,,,,184.221032258065
162,137,3,3,2,1,6,21,"Electric Water pump",0,0,,,,184.221032258065
162,137,3,3,2,1,6,4,"TVET (technical vocational training institution)",0,15,,,,184.221032258065
162,137,3,3,2,1,6,22,"Temple/Monastery/Church/Mosque",5,,888,3,,184.221032258065
162,137,3,3,2,1,6,7,"Government clinic/Public Health Center",0,1,,,,184.221032258065
162,137,3,3,2,1,6,5,"Bus stop",0,10,,,,184.221032258065
162,137,3,3,2,1,6,12,"Bank branch",0,12,,,,184.221032258065
162,137,3,3,2,1,6,14,"Police station",0,4,,,,184.221032258065
162,137,3,3,2,1,6,11,"Milk collection center",0,3,,,,184.221032258065
162,137,3,3,2,1,6,2,"Primary school",0,2,,,,184.221032258065
162,137,3,3,2,1,6,19,"Grain/saw/oil mill",0,4,,,,184.221032258065
162,137,3,3,2,1,6,23,"National Electricity Utility Office",0,15,,,,184.221032258065
162,137,3,3,2,1,6,17,"Non-MFI NGOs",0,12,,,,184.221032258065
162,137,3,3,2,1,6,3,"Secondary school/high school",0,3,,,,184.221032258065
162,137,3,3,2,1,6,9,"Hospital",0,17,,,,184.221032258065
162,137,3,3,2,1,6,20,"Mobile phone charging/repairing service",0,4,,,,184.221032258065
162,137,3,3,2,1,6,13,"Microfinance Institutions (MFIs)",0,12,,,,184.221032258065
163,138,3,3,1,1,1,12,"Bank branch",0,1,,,,17.2384463414634
163,138,3,3,1,1,1,11,"Milk collection center",0,5,,,,17.2384463414634
163,138,3,3,1,1,1,14,"Police station",0,2,,,,17.2384463414634
163,138,3,3,1,1,1,18,"Agriculture extension office",0,88,,,,17.2384463414634
163,138,3,3,1,1,1,3,"Secondary school/high school",1,,2000,1,1,17.2384463414634
163,138,3,3,1,1,1,6,"Private clinic",0,1,,,,17.2384463414634
163,138,3,3,1,1,1,21,"Electric Water pump",0,0,,,,17.2384463414634
163,138,3,3,1,1,1,9,"Hospital",0,2,,,,17.2384463414634
163,138,3,3,1,1,1,19,"Grain/saw/oil mill",0,88,,,,17.2384463414634
163,138,3,3,1,1,1,17,"Non-MFI NGOs",0,1,,,,17.2384463414634
163,138,3,3,1,1,1,16,"Internet caf!",0,1,,,,17.2384463414634
163,138,3,3,1,1,1,4,"TVET (technical vocational training institution)",1,,2000,1,1,17.2384463414634
163,138,3,3,1,1,1,10,"Market",0,2,,,,17.2384463414634
163,138,3,3,1,1,1,2,"Primary school",1,,2011,1,1,17.2384463414634
163,138,3,3,1,1,1,1,"Pre-primary school / Kindergarten",2,,2011,1,1,17.2384463414634
163,138,3,3,1,1,1,8,"Dispensary or pharmacy",0,1,,,,17.2384463414634
163,138,3,3,1,1,1,23,"National Electricity Utility Office",0,2,,,,17.2384463414634
163,138,3,3,1,1,1,13,"Microfinance Institutions (MFIs)",0,1,,,,17.2384463414634
163,138,3,3,1,1,1,7,"Government clinic/Public Health Center",0,2,,,,17.2384463414634
163,138,3,3,1,1,1,5,"Bus stop",0,1,,,,17.2384463414634
163,138,3,3,1,1,1,15,"Post office",0,2,,,,17.2384463414634
163,138,3,3,1,1,1,22,"Temple/Monastery/Church/Mosque",3,,2000,1,1,17.2384463414634
163,138,3,3,1,1,1,20,"Mobile phone charging/repairing service",0,1,,,,17.2384463414634
